device_id;user_id;device_type;os;browser;first_seen;is_trusted
24108;1458;desktop;Windows;Edge;28/09/2024;yes
24109;5057;desktop;android;Edge;26/04/2024;1
24110;5005;desktop;ios;chrome;16/07/2023;
24111;3446;desktop;android;SAFARI;15/03/2024;1
24112;597;Tablet;iOS;SAFARI;08/04/2024;no
24113;858;tablet;Windows;Chrome;30/01/2023;1
24114;1146;tablet;Windows;Firefox;04/05/2024;True
24115;4597;tablet;iOS;chrome;20/05/2023;yes
24116;1985;Mobile;Android;Firefox;04/05/2023;1
24117;1298;tablet;iOS;Chrome;05/05/2024;True
24118;1641;Tablet;android;SAFARI;03/11/2024;1
24119;2325;desktop;;Safari;20/08/2023;1
24120;924;Mobile;Linux;;28/10/2023;yes
24121;3856;DESKTOP;MacOS;Firefox;12/01/2023;1
24122;4511;Tablet;;SAFARI;04/07/2023;yes
24123;296;tablet;Linux;chrome;09/11/2023;yes
24124;2396;DESKTOP;Linux;Firefox;16/05/2023;1
24125;524;tablet;Android;Firefox;28/10/2024;True
24126;1030;DESKTOP;MacOS;SAFARI;25/06/2023;yes
24127;3275;desktop;MacOS;Firefox;23/10/2024;yes
24128;2316;DESKTOP;iOS;Safari;24/06/2023;1
24129;2535;Mobile;MacOS;Edge;04/10/2023;no
24130;5686;DESKTOP;Windows;;07/04/2023;1
24131;5156;DESKTOP;iOS;chrome;23/09/2024;0
24132;1246;mobile;Android;SAFARI;21/06/2024;False
24133;4802;mobile;Linux;Firefox;24/08/2023;no
24134;1725;Mobile;ios;Edge;04/03/2023;False
24135;3504;DESKTOP;;;26/02/2024;False
24136;1224;Mobile;android;Chrome;20/11/2024;False
24137;4968;Mobile;android;SAFARI;09/09/2023;1
24138;4227;DESKTOP;iOS;Firefox;09/07/2023;yes
24139;2526;DESKTOP;MacOS;;29/08/2023;no
24140;4533;DESKTOP;android;Chrome;20/03/2024;False
24141;79;mobile;android;Chrome;17/11/2023;True
24142;2544;mobile;iOS;;12/11/2023;yes
24143;5291;tablet;MacOS;chrome;15/01/2023;no
24144;2769;DESKTOP;iOS;chrome;07/04/2023;True
24145;2102;Mobile;Windows;Firefox;11/07/2024;False
24146;1393;mobile;iOS;Safari;13/04/2023;0
24147;1502;tablet;ios;;26/10/2024;1
24148;220;DESKTOP;;;14/11/2023;
24149;2156;desktop;iOS;Safari;25/10/2023;
24150;5456;mobile;;Chrome;02/10/2023;no
24151;4760;DESKTOP;MacOS;;22/06/2023;1
24152;1814;mobile;MacOS;chrome;31/10/2023;0
24153;889;desktop;iOS;chrome;20/07/2024;1
24154;2457;mobile;iOS;;05/10/2023;
24155;5539;mobile;Android;;09/06/2023;yes
24156;3934;Mobile;Linux;Safari;16/11/2024;0
24157;3905;tablet;ios;;15/11/2024;0
24158;1233;Tablet;Windows;chrome;01/02/2023;1
24159;527;tablet;android;Edge;11/06/2023;0
24160;2944;tablet;Windows;Chrome;14/10/2023;1
24161;673;DESKTOP;Android;Firefox;08/09/2023;1
24162;2568;tablet;MacOS;Edge;12/01/2024;1
24163;3616;mobile;Windows;Edge;08/01/2023;False
24164;5371;tablet;ios;Firefox;07/09/2024;no
24165;1295;mobile;ios;Safari;12/11/2023;True
24166;4626;tablet;iOS;;25/03/2024;1
24167;5165;tablet;ios;chrome;26/02/2024;no
24168;2413;desktop;Linux;;26/12/2023;1
24169;5300;mobile;ios;Firefox;04/04/2023;1
24170;965;tablet;android;SAFARI;01/05/2023;1
24171;572;DESKTOP;;Firefox;15/11/2024;False
24172;2121;DESKTOP;android;Edge;11/06/2024;0
24173;5821;mobile;;Edge;12/03/2024;0
24174;1151;DESKTOP;ios;Firefox;04/11/2024;1
24175;1378;DESKTOP;iOS;;08/03/2023;False
24176;2988;mobile;iOS;Edge;11/12/2023;1
24177;3234;mobile;ios;Firefox;02/03/2024;
24178;940;mobile;iOS;chrome;08/10/2023;0
24179;1483;Tablet;Android;Firefox;09/01/2023;False
24180;5868;tablet;Windows;Edge;19/09/2024;1
24181;3691;tablet;iOS;Chrome;12/08/2024;
24182;1327;Mobile;Linux;chrome;19/10/2023;0
24183;728;desktop;iOS;SAFARI;16/04/2023;0
24184;371;Tablet;;Safari;13/11/2023;1
24185;5746;tablet;Android;Chrome;21/05/2024;yes
24186;4152;Mobile;ios;SAFARI;26/12/2023;0
24187;5194;Mobile;iOS;chrome;17/07/2023;yes
24188;2431;mobile;android;Edge;27/09/2024;1
24189;938;desktop;iOS;;06/07/2024;False
24190;2868;Tablet;Linux;chrome;26/09/2024;yes
24191;1217;mobile;android;Edge;08/03/2023;0
24192;4537;desktop;Linux;chrome;17/07/2023;1
24193;1181;tablet;android;Safari;23/04/2024;0
24194;1875;Mobile;Android;Safari;09/02/2023;True
24195;3229;Tablet;iOS;Safari;24/11/2023;False
24196;5610;mobile;Linux;chrome;15/11/2023;0
24197;2712;DESKTOP;android;Chrome;13/10/2024;True
24198;1109;Tablet;iOS;Safari;18/05/2023;1
24199;5264;DESKTOP;Linux;;04/11/2023;yes
24200;1842;Mobile;ios;Chrome;29/11/2023;1
24201;4807;mobile;Windows;chrome;06/04/2023;True
24202;554;Mobile;;SAFARI;01/12/2024;True
24203;4120;DESKTOP;android;chrome;10/10/2024;
24204;5726;Mobile;iOS;;30/09/2024;
24205;3454;mobile;Linux;chrome;27/02/2023;1
24206;3986;Tablet;iOS;Chrome;04/06/2024;1
24207;5382;DESKTOP;iOS;SAFARI;03/07/2023;1
24208;1502;mobile;;chrome;30/01/2024;0
24209;2154;Mobile;Android;Chrome;19/03/2023;0
24210;1910;mobile;MacOS;Edge;14/11/2024;0
24211;4292;mobile;;Edge;14/03/2023;True
24212;404;DESKTOP;android;chrome;28/01/2023;1
24213;3778;desktop;android;;20/10/2024;1
24214;1524;desktop;Android;Safari;24/07/2023;0
24215;236;DESKTOP;MacOS;SAFARI;22/11/2023;no
24216;5293;Mobile;iOS;Safari;28/01/2024;no
24217;1644;DESKTOP;ios;Edge;24/11/2023;0
24218;3311;tablet;;SAFARI;23/09/2024;no
24219;2013;DESKTOP;ios;SAFARI;01/10/2023;yes
24220;5316;Mobile;;;05/07/2023;1
24221;2397;Mobile;;Chrome;14/08/2024;False
24222;1388;Tablet;MacOS;;30/08/2024;yes
24223;74;mobile;Linux;Firefox;29/06/2023;False
24224;517;Tablet;iOS;SAFARI;06/02/2023;0
24225;2771;DESKTOP;ios;chrome;11/10/2024;yes
24226;3878;mobile;;Edge;28/06/2023;yes
24227;4439;Tablet;ios;SAFARI;05/09/2023;no
24228;4557;Tablet;android;SAFARI;06/05/2024;1
24229;2324;Tablet;Linux;chrome;27/01/2024;no
24230;4966;desktop;;Chrome;26/01/2024;False
24231;2015;tablet;iOS;chrome;19/03/2024;yes
24232;3421;DESKTOP;;;20/08/2024;False
24233;5076;desktop;MacOS;SAFARI;10/11/2024;1
24234;4557;tablet;iOS;Firefox;09/03/2024;yes
24235;2534;tablet;Windows;Firefox;06/09/2024;0
24236;2979;mobile;Android;Edge;27/06/2023;0
24237;5640;tablet;MacOS;Safari;21/06/2023;False
24238;4538;tablet;Linux;Edge;06/08/2024;False
24239;5654;Tablet;Linux;SAFARI;22/12/2023;1
24240;601;Mobile;;Edge;28/08/2023;no
24241;3684;Mobile;iOS;;26/08/2023;1
24242;757;DESKTOP;;Firefox;04/07/2024;no
24243;5549;desktop;android;Safari;28/01/2024;0
24244;1359;tablet;iOS;Firefox;06/04/2023;True
24245;3606;DESKTOP;Linux;SAFARI;05/08/2024;0
24246;936;Mobile;ios;chrome;14/09/2023;0
24247;4130;desktop;Windows;Firefox;06/04/2023;0
24248;5942;Tablet;android;;08/03/2023;0
24249;5988;tablet;Windows;SAFARI;02/10/2024;True
24250;1875;Tablet;iOS;chrome;08/07/2024;no
24251;2473;desktop;iOS;chrome;16/07/2023;1
24252;4622;desktop;Android;Firefox;15/09/2024;yes
24253;5044;mobile;;Chrome;24/11/2024;1
24254;4461;Mobile;ios;Chrome;17/01/2023;False
24255;1904;desktop;Windows;Chrome;28/09/2024;no
24256;1971;DESKTOP;;Safari;25/08/2023;no
24257;5951;mobile;MacOS;Firefox;09/11/2023;0
24258;1045;tablet;ios;SAFARI;10/05/2023;1
24259;5569;Tablet;Android;Chrome;15/10/2023;True
24260;1895;tablet;Linux;SAFARI;31/10/2024;0
24261;4819;Mobile;Windows;SAFARI;08/10/2024;yes
24262;233;DESKTOP;MacOS;Firefox;02/06/2023;1
24263;4818;Tablet;MacOS;Safari;29/10/2023;no
24264;1936;desktop;iOS;Safari;03/01/2023;0
24265;2520;mobile;Windows;Edge;23/01/2024;1
24266;5470;mobile;iOS;Chrome;10/03/2024;True
24267;1760;mobile;Linux;Safari;20/11/2024;False
24268;5391;tablet;ios;;01/07/2023;yes
24269;2650;desktop;Linux;SAFARI;08/06/2024;True
24270;4870;desktop;iOS;Safari;12/07/2023;1
24271;5543;Tablet;Linux;Edge;04/10/2023;1
24272;2676;tablet;Android;chrome;24/02/2024;0
24273;1903;Mobile;MacOS;SAFARI;15/07/2023;yes
24274;1141;DESKTOP;Android;SAFARI;26/07/2023;0
24275;5668;desktop;iOS;Firefox;04/11/2023;yes
24276;2809;mobile;ios;Safari;21/11/2024;True
24277;4715;mobile;Windows;Chrome;13/06/2024;1
24278;3993;DESKTOP;iOS;Chrome;05/07/2024;
24279;3288;tablet;ios;chrome;11/09/2024;
24280;3466;DESKTOP;iOS;chrome;24/08/2023;0
24281;4038;Mobile;Android;Firefox;01/09/2023;True
24282;3101;desktop;Windows;chrome;21/09/2023;yes
24283;728;tablet;android;Firefox;02/08/2023;
24284;232;Mobile;MacOS;Safari;28/04/2024;1
24285;5615;tablet;Windows;;15/01/2024;
24286;1046;Tablet;Linux;SAFARI;15/04/2023;False
24287;1369;tablet;android;chrome;23/06/2024;
24288;2893;mobile;Android;Safari;26/01/2024;False
24289;2409;tablet;Windows;Edge;22/03/2024;False
24290;75;Tablet;;chrome;18/09/2024;yes
24291;5547;DESKTOP;Linux;chrome;18/09/2023;0
24292;4723;desktop;Android;chrome;08/02/2023;1
24293;4318;mobile;MacOS;chrome;03/06/2024;yes
24294;4737;Mobile;android;Safari;21/03/2024;
24295;5201;mobile;ios;Firefox;06/01/2024;0
24296;2383;DESKTOP;Windows;Edge;22/10/2023;yes
24297;5950;mobile;Windows;Safari;29/06/2023;True
24298;1908;desktop;MacOS;Firefox;19/10/2023;1
24299;2542;Tablet;;Chrome;13/09/2023;True
24300;2567;tablet;Linux;Firefox;29/07/2024;1
24301;3660;mobile;;SAFARI;30/06/2023;yes
24302;5181;desktop;Windows;Firefox;28/01/2024;True
24303;443;Tablet;ios;Safari;27/09/2024;0
24304;843;mobile;MacOS;Edge;17/05/2023;1
24305;1224;desktop;Linux;chrome;21/07/2024;False
24306;1723;tablet;MacOS;Safari;04/12/2023;0
24307;1011;mobile;Android;;18/12/2023;1
24308;1611;tablet;Linux;Firefox;22/01/2023;True
24309;1012;desktop;android;Firefox;05/04/2024;yes
24310;1371;Mobile;;;03/10/2023;1
24311;933;tablet;iOS;Edge;29/07/2023;0
24312;4521;Mobile;MacOS;Edge;15/12/2023;0
24313;5100;Mobile;MacOS;Edge;23/01/2023;yes
24314;1972;tablet;ios;Chrome;14/08/2024;False
24315;3215;mobile;;Edge;22/12/2023;True
24316;2583;mobile;Android;Firefox;17/06/2023;1
24317;4840;Tablet;iOS;chrome;26/07/2024;no
24318;3792;DESKTOP;;Chrome;10/10/2024;yes
24319;5276;Tablet;android;Safari;19/06/2024;
24320;2044;Mobile;Linux;Safari;28/09/2024;0
24321;352;DESKTOP;;Chrome;18/01/2024;1
24322;2904;tablet;Linux;chrome;15/09/2024;1
24323;1407;Tablet;;chrome;06/10/2023;0
24324;1995;Mobile;Android;SAFARI;06/05/2024;1
24325;777;Mobile;iOS;;08/10/2024;0
24326;4786;desktop;iOS;Firefox;09/01/2023;0
24327;1967;Tablet;Linux;;12/09/2023;0
24328;3598;Tablet;Windows;;05/08/2024;0
24329;4492;Tablet;ios;chrome;13/03/2024;1
24330;2656;mobile;MacOS;Edge;11/09/2024;True
24331;656;Tablet;Windows;Safari;08/03/2024;True
24332;2462;desktop;Linux;Edge;18/10/2023;1
24333;2869;mobile;ios;Safari;01/12/2023;False
24334;369;tablet;Android;Edge;03/08/2023;yes
24335;1671;Tablet;android;;27/11/2023;no
24336;2906;Tablet;Linux;SAFARI;07/09/2024;yes
24337;728;tablet;Linux;Safari;09/04/2023;True
24338;3163;Mobile;MacOS;SAFARI;26/04/2024;1
24339;5282;desktop;ios;Safari;19/02/2024;
24340;71;desktop;;Chrome;03/12/2023;0
24341;2112;Tablet;Android;Firefox;15/02/2023;0
24342;2150;desktop;android;Edge;22/09/2023;0
24343;4191;Tablet;ios;;13/04/2024;1
24344;2711;mobile;;chrome;08/05/2023;True
24345;2483;desktop;Windows;;16/07/2024;
24346;2431;tablet;android;SAFARI;19/06/2024;False
24347;544;mobile;android;Chrome;26/07/2023;no
24348;4298;Mobile;Linux;;05/01/2023;True
24349;4120;DESKTOP;Linux;Firefox;08/02/2023;True
24350;2771;Tablet;android;Edge;29/08/2024;0
24351;917;mobile;ios;Chrome;25/08/2024;yes
24352;3742;mobile;iOS;Safari;15/12/2023;yes
24353;4616;desktop;android;Edge;08/10/2023;0
24354;5703;DESKTOP;MacOS;;20/05/2023;True
24355;2594;tablet;iOS;SAFARI;17/07/2024;
24356;5628;Mobile;MacOS;Firefox;04/06/2024;
24357;3456;mobile;MacOS;Firefox;11/04/2024;yes
24358;4732;DESKTOP;iOS;;06/08/2023;0
24359;4065;Tablet;android;Safari;09/10/2023;no
24360;844;mobile;Linux;Edge;19/10/2023;yes
24361;3629;desktop;MacOS;Firefox;17/09/2024;False
24362;4383;desktop;Linux;Edge;22/10/2024;1
24363;2335;tablet;Windows;Safari;16/02/2024;0
24364;4097;tablet;android;chrome;13/11/2024;yes
24365;738;tablet;Android;;22/01/2024;yes
24366;2738;mobile;ios;Chrome;12/06/2024;1
24367;3444;desktop;android;SAFARI;20/03/2024;0
24368;3847;mobile;Windows;Safari;16/03/2024;1
24369;3188;Tablet;Linux;Edge;05/04/2024;1
24370;5831;DESKTOP;Android;SAFARI;26/08/2024;yes
24371;700;desktop;Android;Chrome;05/07/2024;0
24372;3561;tablet;Linux;SAFARI;17/09/2024;True
24373;2606;tablet;;;16/08/2024;True
24374;742;Tablet;Android;Chrome;22/09/2023;yes
24375;3117;tablet;android;chrome;12/04/2024;0
24376;531;tablet;Android;;17/01/2023;1
24377;2956;DESKTOP;;;23/02/2024;no
24378;4886;Tablet;Windows;;20/04/2023;1
24379;4530;tablet;android;;13/04/2024;
24380;2135;Mobile;android;SAFARI;19/10/2024;
24381;882;Tablet;Linux;Firefox;23/01/2023;1
24382;4952;Mobile;MacOS;SAFARI;19/03/2024;1
24383;5984;tablet;;Edge;21/08/2024;yes
24384;3329;Tablet;Android;;22/02/2023;1
24385;3802;tablet;;SAFARI;29/03/2023;1
24386;2909;tablet;Windows;SAFARI;25/09/2023;no
24387;2004;mobile;Linux;Firefox;28/09/2024;False
24388;5586;mobile;;Safari;26/03/2024;1
24389;2033;Tablet;ios;Safari;26/03/2023;yes
24390;3565;desktop;MacOS;Firefox;24/03/2023;0
24391;3558;Mobile;Android;Firefox;27/01/2023;yes
24392;939;tablet;iOS;Firefox;09/08/2023;0
24393;3550;mobile;ios;Edge;20/06/2024;
24394;2689;tablet;iOS;Safari;24/09/2023;
24395;235;mobile;iOS;Safari;03/04/2024;1
24396;5452;Tablet;Android;Safari;16/04/2023;no
24397;2917;Mobile;MacOS;Chrome;11/12/2023;
24398;3527;Tablet;ios;Edge;06/02/2024;1
24399;2940;DESKTOP;;SAFARI;06/05/2024;True
24400;303;Tablet;iOS;Edge;03/01/2024;0
24401;59;Mobile;;SAFARI;04/03/2024;0
24402;930;mobile;MacOS;SAFARI;18/03/2024;no
24403;4528;tablet;;Safari;30/11/2023;1
24404;3078;DESKTOP;iOS;Firefox;01/01/2023;0
24405;1342;Mobile;android;chrome;30/10/2024;0
24406;4411;desktop;MacOS;;13/12/2023;False
24407;1331;desktop;android;Edge;20/03/2023;
24408;4047;tablet;MacOS;Chrome;09/07/2024;0
24409;3015;Tablet;Android;chrome;01/06/2024;True
24410;410;tablet;ios;Edge;08/03/2024;0
24411;3548;tablet;;chrome;21/01/2023;yes
24412;2293;tablet;Android;;09/04/2023;0
24413;5162;desktop;Linux;Chrome;29/01/2024;yes
24414;2013;DESKTOP;Windows;;18/05/2024;0
24415;3886;mobile;Android;chrome;09/11/2024;1
24416;4387;Mobile;Android;chrome;27/10/2023;False
24417;4583;Tablet;android;Firefox;25/09/2023;
24418;4544;desktop;MacOS;;30/07/2024;True
24419;191;Mobile;Android;Firefox;30/11/2024;yes
24420;1531;desktop;ios;SAFARI;05/07/2023;0
24421;3619;Tablet;ios;chrome;29/07/2023;yes
24422;1952;desktop;iOS;Safari;18/10/2023;0
24423;2746;desktop;android;;01/08/2023;0
24424;182;Tablet;Linux;Safari;12/01/2024;1
24425;2008;mobile;;Edge;17/09/2024;0
24426;2782;Mobile;Linux;Firefox;17/10/2024;0
24427;4810;mobile;iOS;Chrome;21/03/2024;False
24428;3188;DESKTOP;Windows;;12/08/2024;
24429;3045;DESKTOP;Windows;Edge;13/06/2024;yes
24430;2766;desktop;android;SAFARI;02/12/2023;1
24431;1199;Mobile;android;chrome;20/01/2023;0
24432;3474;tablet;MacOS;chrome;12/10/2023;1
24433;3244;desktop;android;SAFARI;28/11/2023;False
24434;1527;Mobile;Linux;Edge;18/01/2023;1
24435;4109;desktop;;SAFARI;23/10/2024;0
24436;1908;tablet;iOS;Firefox;10/12/2023;0
24437;4460;Mobile;Android;Safari;23/02/2024;1
24438;1447;tablet;Linux;chrome;23/02/2024;True
24439;1208;Mobile;ios;Safari;13/08/2024;0
24440;5324;Mobile;MacOS;Safari;23/08/2023;no
24441;2768;mobile;Linux;Edge;11/05/2024;False
24442;5285;tablet;iOS;;18/12/2023;True
24443;2652;desktop;ios;SAFARI;15/11/2023;
24444;5489;Mobile;Windows;Edge;16/02/2023;1
24445;417;Mobile;MacOS;Safari;19/05/2023;False
24446;966;Tablet;Android;Edge;28/09/2023;0
24447;3086;tablet;Linux;SAFARI;02/07/2023;0
24448;1209;desktop;MacOS;Safari;28/07/2024;False
24449;4875;DESKTOP;Linux;SAFARI;21/03/2024;False
24450;1792;Tablet;MacOS;Firefox;15/03/2023;1
24451;1318;tablet;;Chrome;27/04/2024;1
24452;4868;Mobile;iOS;;03/07/2024;0
24453;650;Mobile;iOS;chrome;24/08/2024;0
24454;5553;Tablet;iOS;Chrome;21/06/2023;yes
24455;1005;DESKTOP;;Edge;06/12/2023;True
24456;2077;mobile;MacOS;Edge;01/04/2024;yes
24457;1746;mobile;Android;Edge;08/05/2023;False
24458;5073;Mobile;MacOS;chrome;04/11/2023;1
24459;4615;tablet;Android;Chrome;04/02/2023;1
24460;4508;Tablet;iOS;chrome;14/05/2023;1
24461;4104;tablet;ios;Chrome;05/12/2023;False
24462;3363;mobile;iOS;Edge;27/02/2023;True
24463;2856;mobile;iOS;;29/11/2024;1
24464;5566;DESKTOP;;Firefox;04/09/2023;1
24465;524;tablet;ios;chrome;05/07/2024;no
24466;2821;Mobile;ios;chrome;28/11/2023;
24467;3458;mobile;MacOS;;17/05/2024;no
24468;3360;desktop;android;SAFARI;14/03/2024;yes
24469;3232;Mobile;Windows;Safari;26/06/2023;True
24470;3925;mobile;MacOS;;21/01/2024;False
24471;2443;DESKTOP;MacOS;Edge;05/11/2023;no
24472;96;Mobile;MacOS;;10/06/2024;0
24473;1026;tablet;android;Chrome;15/03/2023;no
24474;1087;DESKTOP;MacOS;chrome;06/10/2024;no
24475;114;Tablet;Linux;SAFARI;26/02/2024;0
24476;5572;Tablet;ios;;13/09/2023;True
24477;5228;Mobile;iOS;Safari;13/06/2024;True
24478;3268;mobile;MacOS;Firefox;24/10/2024;yes
24479;1417;mobile;Android;Safari;22/10/2023;True
24480;2994;desktop;ios;;09/08/2024;0
24481;2871;tablet;MacOS;Safari;08/09/2023;True
24482;1706;Mobile;;Firefox;21/02/2024;
24483;5814;Tablet;;Safari;26/07/2024;yes
24484;5399;tablet;android;Safari;23/02/2023;False
24485;3591;DESKTOP;android;chrome;18/11/2024;1
24486;2724;Mobile;Linux;Chrome;30/01/2024;
24487;3662;Mobile;android;;20/07/2023;no
24488;304;mobile;Linux;Chrome;27/11/2023;True
24489;1145;Tablet;Windows;Chrome;08/06/2024;1
24490;2771;mobile;iOS;Chrome;26/12/2023;no
24491;283;Mobile;Android;Edge;15/08/2023;0
24492;458;DESKTOP;Linux;SAFARI;20/01/2023;no
24493;2390;DESKTOP;ios;SAFARI;28/03/2023;False
24494;2967;tablet;iOS;Edge;23/01/2023;1
24495;755;tablet;MacOS;SAFARI;23/03/2023;
24496;2664;DESKTOP;Windows;Safari;25/05/2023;yes
24497;4425;Tablet;Windows;Chrome;25/03/2024;True
24498;4747;tablet;Linux;chrome;16/07/2024;1
24499;4075;mobile;MacOS;chrome;14/08/2024;no
24500;5191;desktop;iOS;Edge;22/01/2024;yes
24501;5504;mobile;;;07/09/2024;1
24502;1695;Mobile;Windows;Safari;08/12/2023;False
24503;3195;DESKTOP;android;SAFARI;28/03/2023;0
24504;3411;desktop;ios;Chrome;17/09/2024;False
24505;3200;DESKTOP;Windows;Firefox;26/10/2024;True
24506;3861;Mobile;;Chrome;02/08/2023;no
24507;2813;desktop;;;02/01/2023;0
24508;1236;Tablet;Android;Edge;29/10/2023;False
24509;1416;DESKTOP;iOS;Chrome;20/10/2024;yes
24510;1641;tablet;android;chrome;30/05/2024;no
24511;839;tablet;Linux;Chrome;13/01/2024;1
24512;344;desktop;MacOS;Chrome;31/05/2023;0
24513;1297;mobile;iOS;Edge;16/05/2024;no
24514;1808;Tablet;MacOS;Edge;15/04/2024;1
24515;611;Tablet;ios;SAFARI;25/12/2023;1
24516;131;desktop;Windows;Chrome;20/06/2024;yes
24517;1302;Tablet;android;Safari;21/01/2024;1
24518;1679;desktop;ios;;01/05/2024;1
24519;4325;DESKTOP;Android;chrome;19/02/2023;True
24520;633;tablet;iOS;Firefox;10/08/2023;
24521;4778;DESKTOP;Windows;Chrome;01/02/2024;no
24522;45;Mobile;Linux;Chrome;02/12/2023;True
24523;4845;DESKTOP;android;chrome;29/02/2024;False
24524;3267;desktop;Windows;Edge;31/05/2023;0
24525;4999;desktop;Android;;22/02/2023;1
24526;2263;desktop;Linux;chrome;18/07/2023;0
24527;3862;mobile;ios;Edge;08/03/2024;no
24528;5392;mobile;ios;Edge;09/08/2023;0
24529;2241;Mobile;Linux;Chrome;17/09/2023;1
24530;5444;DESKTOP;Android;Firefox;08/11/2023;no
24531;4687;desktop;Linux;SAFARI;27/11/2024;False
24532;1179;Mobile;Android;Safari;16/10/2023;False
24533;4285;Mobile;android;Firefox;05/08/2023;
24534;1992;Tablet;MacOS;Safari;05/10/2024;0
24535;3905;tablet;;;01/09/2024;1
24536;2093;Mobile;android;;22/09/2023;1
24537;478;tablet;Android;Edge;17/02/2024;
24538;3354;tablet;Android;Safari;04/06/2024;yes
24539;4766;Tablet;ios;;04/09/2024;1
24540;4240;Mobile;iOS;Chrome;22/01/2024;False
24541;5420;desktop;ios;Edge;08/09/2023;1
24542;4829;mobile;Android;SAFARI;27/08/2023;True
24543;2471;mobile;Linux;Chrome;18/04/2023;
24544;4931;mobile;MacOS;Safari;04/07/2024;1
24545;3123;mobile;iOS;SAFARI;15/03/2023;0
24546;1009;desktop;Android;Safari;21/11/2024;False
24547;927;Mobile;MacOS;Firefox;04/06/2023;yes
24548;293;mobile;;Edge;20/07/2023;1
24549;2768;Tablet;ios;;16/08/2023;1
24550;561;desktop;Windows;chrome;15/01/2024;no
24551;5480;tablet;android;;26/03/2024;1
24552;2929;desktop;ios;chrome;26/11/2024;False
24553;2423;Mobile;Android;Chrome;07/03/2024;1
24554;3611;desktop;Android;SAFARI;01/04/2023;False
24555;5013;tablet;;Edge;03/05/2024;yes
24556;5363;tablet;Android;Firefox;18/02/2023;no
24557;4971;tablet;;Chrome;04/04/2024;1
24558;2949;mobile;Android;chrome;14/08/2023;False
24559;5457;Tablet;Windows;Chrome;08/05/2023;no
24560;2292;DESKTOP;Windows;Edge;02/04/2024;no
24561;109;Tablet;Android;chrome;05/11/2023;0
24562;1268;Mobile;Windows;Edge;14/10/2023;1
24563;2153;DESKTOP;iOS;Safari;01/01/2024;1
24564;4545;desktop;Linux;;17/04/2024;True
24565;5368;Mobile;;Chrome;17/04/2024;
24566;4477;DESKTOP;Android;;14/03/2024;no
24567;81;tablet;;SAFARI;27/06/2023;True
24568;4406;Mobile;MacOS;Chrome;22/11/2024;1
24569;3457;Mobile;Android;Chrome;28/02/2024;
24570;1904;tablet;Linux;;20/05/2023;no
24571;2375;mobile;iOS;SAFARI;02/02/2024;0
24572;1006;mobile;Linux;Safari;08/09/2023;
24573;734;DESKTOP;iOS;Firefox;06/02/2024;1
24574;2526;mobile;ios;chrome;31/03/2024;yes
24575;2484;tablet;ios;Chrome;05/07/2024;True
24576;1558;tablet;Android;SAFARI;17/11/2023;1
24577;1300;mobile;Windows;Chrome;12/02/2023;0
24578;4347;desktop;Android;SAFARI;05/06/2024;0
24579;123;desktop;iOS;Safari;20/09/2024;1
24580;954;Tablet;Linux;Chrome;21/07/2024;no
24581;1555;DESKTOP;Android;Firefox;11/09/2024;no
24582;3547;Mobile;Linux;;15/05/2024;0
24583;5509;Mobile;Android;Firefox;22/05/2024;0
24584;1531;Mobile;ios;chrome;29/09/2023;False
24585;1176;desktop;MacOS;Chrome;22/05/2024;0
24586;285;desktop;Linux;Edge;19/01/2024;True
24587;5078;DESKTOP;android;Safari;19/09/2024;yes
24588;4409;Tablet;iOS;Chrome;07/10/2023;1
24589;3928;Mobile;Linux;Safari;01/12/2024;0
24590;5370;Tablet;Windows;chrome;21/10/2023;no
24591;2982;tablet;android;Firefox;27/10/2024;True
24592;3681;DESKTOP;android;Chrome;03/09/2023;1
24593;1744;desktop;iOS;Safari;20/10/2023;no
24594;3602;mobile;Android;chrome;29/05/2024;0
24595;4675;tablet;iOS;Firefox;09/12/2023;True
24596;4029;mobile;Windows;;22/05/2023;False
24597;3369;desktop;;chrome;24/08/2024;1
24598;3389;Tablet;Android;Safari;29/12/2023;no
24599;3027;Mobile;MacOS;chrome;14/07/2023;no
24600;4689;DESKTOP;Linux;Safari;01/04/2024;no
24601;4236;DESKTOP;MacOS;Chrome;15/04/2024;True
24602;1397;mobile;android;Edge;17/09/2023;0
24603;5610;tablet;Windows;;29/01/2023;1
24604;833;mobile;ios;Chrome;03/09/2023;0
24605;134;DESKTOP;MacOS;;02/05/2024;0
24606;1556;DESKTOP;iOS;Safari;03/02/2024;True
24607;175;tablet;;Chrome;21/04/2024;False
24608;5797;tablet;ios;SAFARI;05/03/2024;False
24609;4414;Mobile;android;Chrome;24/07/2024;True
24610;2651;desktop;Windows;Edge;01/05/2024;0
24611;5475;Mobile;Linux;Firefox;16/10/2023;1
24612;242;Mobile;Linux;;26/01/2023;1
24613;861;desktop;;Chrome;29/09/2023;
24614;43;desktop;ios;SAFARI;03/06/2023;0
24615;4503;tablet;Linux;Chrome;24/01/2023;1
24616;2666;tablet;MacOS;;06/05/2024;1
24617;1606;mobile;Windows;Firefox;07/03/2024;False
24618;1850;mobile;Linux;;23/04/2024;yes
24619;1889;desktop;Android;Edge;30/12/2023;yes
24620;2806;Tablet;;Firefox;24/03/2023;
24621;5539;mobile;android;Firefox;12/11/2023;yes
24622;4399;Tablet;Android;Firefox;03/09/2024;1
24623;923;desktop;;Safari;31/03/2024;yes
